Symbol,Symbol,Price~,Type,Strike,"Exp Date",DTE,Bid,Midpoint,Ask,Last,Volume,"Open Int","OI Chg",IV,Time
XLE|20231020|92.00C,XLE,88.52,Call,92,2023-10-20,17,0.68,0.69,0.69,0.66,742,9613,-304,24.73%,"15:10 ET"
SPY|20231006|424.00C,SPY,421.16,Call,424,2023-10-06,3,1.97,1.98,1.98,1.93,13254,1966,-301,21.07%,"15:21 ET"
SPY|20231027|440.00C,SPY,421.16,Call,440,2023-10-27,24,1.27,1.28,1.28,1.26,2769,4049,-300,15.36%,"15:21 ET"
XLF|20231020|32.00P,XLF,32.31,Put,32,2023-10-20,17,0.45,0.46,0.46,0.46,15886,138190,-297,22.25%,"15:20 ET"
UVXY|20231006|15.00C,UVXY,18.57,Call,15,2023-10-06,3,3.65,3.72,3.8,3.75,852,4295,-295,114.00%,"15:07 ET"
SPY|20231027|432.00C,SPY,421.16,Call,432,2023-10-27,24,3.42,3.43,3.44,3.4,1237,799,-295,16.80%,"15:02 ET"
GLD|20231020|176.00P,GLD,169.2,Put,176,2023-10-20,17,6.7,6.75,6.8,7,1164,13727,-293,12.95%,"14:10 ET"
SPY|20231117|421.00P,SPY,421.16,Put,421,2023-11-17,45,9.32,9.34,9.35,9.41,3044,16735,-292,17.46%,"15:19 ET"
SPY|20231117|451.00C,SPY,421.16,Call,451,2023-11-17,45,1.09,1.1,1.1,1.1,4113,3690,-285,14.39%,"15:21 ET"
TLT|20231020|83.00P,TLT,85.07,Put,83,2023-10-20,17,0.94,0.95,0.95,0.95,13735,1924,-285,25.48%,"15:20 ET"
IWM|20231215|187.00C,IWM,171.2,Call,187,2023-12-15,73,1.35,1.36,1.37,1.35,2589,10152,-284,18.92%,"14:53 ET"
SPY|20231013|426.00P,SPY,421.16,Put,426,2023-10-13,10,7.52,7.54,7.55,7.53,7239,5028,-283,17.40%,"15:21 ET"
SPY|20231010|425.00P,SPY,421.16,Put,425,2023-10-10,7,6.04,6.06,6.08,6.22,2877,5793,-282,16.67%,"15:17 ET"
SPY|20231215|454.00C,SPY,421.16,Call,454,2023-12-15,73,2.05,2.05,2.06,2.03,642,9118,-282,14.10%,"15:11 ET"
SPXU|20231006|11.50C,SPXU,12.48,Call,11.5,2023-10-06,3,1,1.02,1.03,1.04,540,1269,-281,61.15%,"15:18 ET"
TQQQ|20240119|45.00C,TQQQ,34.32,Call,45,2024-01-19,108,1.15,1.17,1.19,1.17,1798,29541,-280,53.34%,"15:11 ET"
IWM|20231215|155.00P,IWM,171.2,Put,155,2023-12-15,73,1.83,1.84,1.84,1.86,2054,63296,-280,25.89%,"15:16 ET"
SPY|20231117|441.00C,SPY,421.16,Call,441,2023-11-17,45,3.07,3.08,3.08,3.06,2656,2249,-280,15.55%,"15:21 ET"
XLU|20231027|60.00C,XLU,56.86,Call,60,2023-10-27,24,0.43,0.45,0.47,0.45,1730,250,-279,25.01%,"15:11 ET"
GDX|20240119|31.00P,GDX,26.08,Put,31,2024-01-19,108,5.25,5.3,5.35,5.35,528,17299,-276,40.74%,"12:12 ET"
IWM|20231215|185.00C,IWM,171.2,Call,185,2023-12-15,73,1.77,1.78,1.79,1.77,1660,64938,-275,19.26%,"15:14 ET"
SPY|20240119|455.00C,SPY,421.16,Call,455,2024-01-19,108,3.48,3.5,3.52,3.5,1623,28218,-274,13.73%,"15:21 ET"
QQQ|20231010|357.00P,QQQ,354.2,Put,357,2023-10-10,7,5.67,5.69,5.71,5.69,1524,578,-273,21.54%,"15:18 ET"
DUST|20231020|14.00C,DUST,15.61,Call,14,2023-10-20,17,1.75,1.8,1.85,2.15,2505,3748,-270,64.97%,"10:08 ET"
IWM|20231215|170.00P,IWM,171.2,Put,170,2023-12-15,73,5.43,5.45,5.46,5.45,12746,90417,-267,21.42%,"15:21 ET"
QQQ|20231117|305.00P,QQQ,354.2,Put,305,2023-11-17,45,1.17,1.17,1.18,1.18,880,2832,-264,30.66%,"15:07 ET"
GLD|20231020|178.50P,GLD,169.2,Put,178.5,2023-10-20,17,9.2,9.25,9.3,9.35,2509,1721,-259,16.37%,"15:11 ET"
SPY|20231020|446.00C,SPY,421.16,Call,446,2023-10-20,17,0.2,0.21,0.21,0.2,1155,13364,-258,14.48%,"15:20 ET"
SPY|20231215|435.00P,SPY,421.16,Put,435,2023-12-15,73,18.3,18.33,18.35,18.43,679,25438,-255,15.66%,"15:11 ET"
SPY|20231103|434.00C,SPY,421.16,Call,434,2023-11-03,31,3.78,3.79,3.8,3.76,504,585,-254,16.67%,"15:18 ET"
XLE|20231117|93.00P,XLE,88.52,Put,93,2023-11-17,45,5.5,5.53,5.55,5.53,742,1459,-252,23.61%,"15:21 ET"
URA|20231117|31.00C,URA,25.39,Call,31,2023-11-17,45,0.45,0.48,0.5,0.51,1534,600,-251,55.61%,"10:58 ET"
SPY|20231006|408.00P,SPY,421.16,Put,408,2023-10-06,3,0.33,0.34,0.34,0.35,3069,3247,-250,24.74%,"15:17 ET"
SPY|20231117|452.00C,SPY,421.16,Call,452,2023-11-17,45,0.97,0.98,0.98,0.96,5547,19444,-250,14.28%,"15:19 ET"
SPY|20231027|428.00P,SPY,421.16,Put,428,2023-10-27,24,10.57,10.59,10.61,10.67,626,3665,-250,16.46%,"15:19 ET"
IWM|20231013|160.00P,IWM,171.2,Put,160,2023-10-13,10,0.25,0.26,0.26,0.24,2050,1968,-248,28.18%,"15:01 ET"
FXI|20231020|27.50C,FXI,25.74,Call,27.5,2023-10-20,17,0.15,0.16,0.16,0.16,7972,45367,-247,31.33%,"14:52 ET"
TLT|20231020|88.00P,TLT,85.07,Put,88,2023-10-20,17,3.45,3.48,3.5,3.46,801,9738,-238,22.63%,"15:20 ET"
KRE|20231006|41.50P,KRE,39.93,Put,41.5,2023-10-06,3,1.74,1.76,1.77,1.66,679,1337,-230,35.58%,"14:58 ET"
SPY|20231117|427.00P,SPY,421.16,Put,427,2023-11-17,45,11.98,12,12.01,11.99,2014,29777,-225,16.51%,"15:20 ET"
XHB|20231215|75.00P,XHB,73.73,Put,75,2023-12-15,73,4.05,4.13,4.2,4.05,935,23301,-221,27.35%,"14:56 ET"
IWM|20231020|163.00P,IWM,171.2,Put,163,2023-10-20,17,0.9,0.91,0.92,0.94,952,8265,-221,25.40%,"15:14 ET"
SPY|20231027|422.00P,SPY,421.16,Put,422,2023-10-27,24,7.58,7.59,7.6,7.73,1099,3027,-221,17.59%,"15:17 ET"
UVXY|20231215|20.00C,UVXY,18.57,Call,20,2023-12-15,73,3.55,3.63,3.7,3.71,748,4263,-215,121.63%,"15:17 ET"
SPY|20231215|450.00C,SPY,421.16,Call,450,2023-12-15,73,2.83,2.84,2.85,2.85,2997,36897,-214,14.46%,"15:21 ET"
SPY|20231103|430.00P,SPY,421.16,Put,430,2023-11-03,31,12.49,12.51,12.53,12.68,1000,982,-213,16.27%,"15:07 ET"
UNG|20240119|9.00C,UNG,6.85,Call,9,2024-01-19,108,0.5,0.51,0.52,0.51,557,9978,-210,74.32%,"14:55 ET"
SPY|20231215|403.00P,SPY,421.16,Put,403,2023-12-15,73,6.6,6.61,6.61,6.65,736,4361,-210,20.30%,"15:19 ET"
GLD|20231006|180.00P,GLD,169.2,Put,180,2023-10-06,3,10.7,10.75,10.8,10.85,1257,330,-210,34.22%,"15:11 ET"
SPY|20231215|400.00P,SPY,421.16,Put,400,2023-12-15,73,5.99,6,6.01,6.03,32994,101641,-209,20.73%,"15:21 ET"
TQQQ|20231020|39.00C,TQQQ,34.32,Call,39,2023-10-20,17,0.42,0.43,0.43,0.41,797,2670,-207,60.67%,"15:16 ET"
QQQ|20231020|336.00P,QQQ,354.2,Put,336,2023-10-20,17,1.86,1.87,1.87,1.93,2034,11176,-206,26.87%,"15:13 ET"
HYG|20231117|74.00P,HYG,72.19,Put,74,2023-11-17,45,2.14,2.2,2.25,2.2,4691,108515,-202,12.66%,"15:13 ET"
SPY|20231027|422.00C,SPY,421.16,Call,422,2023-10-27,24,8.11,8.12,8.13,8.12,1274,260,-199,18.70%,"15:18 ET"
VXX|20231020|24.00P,VXX,25.59,Put,24,2023-10-20,17,1.11,1.13,1.15,1.15,1474,1217,-195,90.17%,"15:02 ET"
SPY|20231020|422.00C,SPY,421.16,Call,422,2023-10-20,17,6.76,6.77,6.78,6.79,7956,3397,-189,18.96%,"15:21 ET"
SPY|20231215|421.00P,SPY,421.16,Put,421,2023-12-15,73,11.69,11.71,11.73,11.8,1281,5017,-187,17.66%,"15:11 ET"
SQQQ|20240119|20.00C,SQQQ,21.13,Call,20,2024-01-19,108,3.5,3.55,3.6,3.54,937,11753,-186,62.19%,"15:18 ET"
SPY|20231117|435.00P,SPY,421.16,Put,435,2023-11-17,45,16.55,16.59,16.62,16.62,1122,21911,-184,15.34%,"15:21 ET"
QQQ|20231215|388.00C,QQQ,354.2,Call,388,2023-12-15,73,2.78,2.79,2.8,2.82,869,2815,-183,18.87%,"14:58 ET"
QQQ|20231020|370.00P,QQQ,354.2,Put,370,2023-10-20,17,16.54,16.63,16.73,16.94,593,54782,-182,19.52%,"15:14 ET"
GLD|20231020|181.50P,GLD,169.2,Put,181.5,2023-10-20,17,12.2,12.25,12.3,12.35,1608,503,-182,20.23%,"15:11 ET"
SQQQ|20231020|21.00C,SQQQ,21.13,Call,21,2023-10-20,17,1.35,1.36,1.37,1.35,2220,11524,-181,68.99%,"15:19 ET"
SPY|20231229|425.00P,SPY,421.16,Put,425,2023-12-29,87,14.21,14.24,14.26,14.33,539,15040,-181,17.15%,"15:18 ET"
SPY|20240119|410.00C,SPY,421.16,Call,410,2024-01-19,108,26.24,26.3,26.35,26.16,948,14625,-181,18.84%,"15:17 ET"
SPY|20231006|431.00P,SPY,421.16,Put,431,2023-10-06,3,10.02,10.09,10.16,10.1,515,4357,-179,15.73%,"15:21 ET"
SPY|20231117|423.00P,SPY,421.16,Put,423,2023-11-17,45,10.14,10.16,10.17,10.24,1965,6449,-179,17.15%,"15:19 ET"
QQQ|20231020|331.00P,QQQ,354.2,Put,331,2023-10-20,17,1.27,1.28,1.28,1.3,2053,2848,-177,27.95%,"15:12 ET"
GDX|20231006|26.00P,GDX,26.08,Put,26,2023-10-06,3,0.29,0.3,0.3,0.31,688,1071,-177,40.56%,"15:18 ET"
LABU|20231027|4.00C,LABU,3.4,Call,4,2023-10-27,24,0.11,0.11,0.12,0.11,876,2216,-174,84.07%,"14:54 ET"
QQQ|20231020|320.00P,QQQ,354.2,Put,320,2023-10-20,17,0.58,0.59,0.59,0.59,960,35935,-174,30.94%,"15:18 ET"
TLT|20240119|90.00P,TLT,85.07,Put,90,2024-01-19,108,6.3,6.38,6.45,6.4,543,16915,-173,21.35%,"15:15 ET"
SPXS|20231020|16.00C,SPXS,16.49,Call,16,2023-10-20,17,1.04,1.05,1.06,1.08,733,4420,-173,52.97%,"15:14 ET"
GLD|20231006|177.00P,GLD,169.2,Put,177,2023-10-06,3,7.7,7.75,7.8,7.85,5500,2493,-172,26.27%,"15:11 ET"
TLT|20231006|96.00P,TLT,85.07,Put,96,2023-10-06,3,10.9,10.95,11,11,598,359,-172,70.31%,"15:11 ET"
ARKK|20231215|43.00C,ARKK,37.94,Call,43,2023-12-15,73,0.98,1,1.01,1.01,628,20648,-172,38.04%,"15:18 ET"
GLD|20231006|176.50P,GLD,169.2,Put,176.5,2023-10-06,3,7.2,7.25,7.3,7.35,941,333,-172,24.90%,"15:11 ET"
UVXY|20231020|14.00P,UVXY,18.57,Put,14,2023-10-20,17,0.23,0.24,0.24,0.24,1036,3698,-171,116.14%,"15:19 ET"
IWM|20231117|140.00P,IWM,171.2,Put,140,2023-11-17,45,0.3,0.31,0.31,0.31,3205,3057,-169,33.71%,"14:30 ET"
SPY|20231229|430.00P,SPY,421.16,Put,430,2023-12-29,87,16.45,16.48,16.51,16.53,1355,21327,-166,16.46%,"15:11 ET"
EWZ|20240119|26.00P,EWZ,29.16,Put,26,2024-01-19,108,0.94,0.95,0.96,0.96,501,27758,-166,37.85%,"14:34 ET"
SPY|20231117|419.00P,SPY,421.16,Put,419,2023-11-17,45,8.57,8.58,8.59,8.63,1738,6523,-165,17.78%,"15:21 ET"
UNG|20231020|7.00P,UNG,6.85,Put,7,2023-10-20,17,0.34,0.35,0.35,0.35,599,27643,-164,50.26%,"15:15 ET"
SQQQ|20231020|25.00C,SQQQ,21.13,Call,25,2023-10-20,17,0.37,0.38,0.38,0.38,1060,6659,-162,81.72%,"15:19 ET"
TLT|20231020|90.00C,TLT,85.07,Call,90,2023-10-20,17,0.32,0.33,0.33,0.32,30732,24918,-162,23.57%,"15:19 ET"
SPY|20231013|440.00P,SPY,421.16,Put,440,2023-10-13,10,18.89,19.03,19.17,19.08,530,2954,-160,16.12%,"15:21 ET"
QQQ|20231020|367.00C,QQQ,354.2,Call,367,2023-10-20,17,2.17,2.18,2.19,2.19,874,6134,-160,21.07%,"15:02 ET"
SPY|20231215|397.00P,SPY,421.16,Put,397,2023-12-15,73,5.45,5.46,5.46,5.28,624,28319,-158,21.17%,"13:48 ET"
XLE|20231020|93.00C,XLE,88.52,Call,93,2023-10-20,17,0.47,0.48,0.48,0.46,714,22805,-158,24.60%,"15:17 ET"
SPY|20231005|430.00P,SPY,421.16,Put,430,2023-10-05,2,8.98,9.05,9.12,9.37,822,3737,-157,17.75%,"15:13 ET"
VXX|20231020|25.00P,VXX,25.59,Put,25,2023-10-20,17,1.64,1.67,1.69,1.62,2589,4950,-157,94.12%,"15:17 ET"
XBI|20231020|70.00P,XBI,70.5,Put,70,2023-10-20,17,1.54,1.55,1.56,1.53,1354,12288,-156,31.20%,"15:18 ET"
SPY|20231004|428.00P,SPY,421.16,Put,428,2023-10-04,1,7,7.06,7.12,7.03,2828,3535,-156,19.71%,"15:20 ET"
TMF|20231117|4.00P,TMF,4.28,Put,4,2023-11-17,45,0.25,0.28,0.3,0.27,562,790,-154,64.09%,"15:08 ET"
UUP|20231006|30.00C,UUP,29.99,Call,30,2023-10-06,3,0.09,0.1,0.1,0.11,614,560,-154,9.30%,"15:12 ET"
QQQ|20231020|364.00C,QQQ,354.2,Call,364,2023-10-20,17,3.07,3.08,3.09,3.06,2741,2330,-154,21.59%,"15:21 ET"
SPY|20231103|435.00C,SPY,421.16,Call,435,2023-11-03,31,3.44,3.45,3.46,3.45,1345,2246,-151,16.51%,"15:18 ET"
SPY|20231110|430.00C,SPY,421.16,Call,430,2023-11-10,38,6.28,6.3,6.31,6.26,801,382,-148,17.20%,"15:19 ET"
GDX|20240119|31.00C,GDX,26.08,Call,31,2024-01-19,108,0.45,0.46,0.47,0.45,2883,19244,-148,30.40%,"14:04 ET"
QQQ|20231010|362.00C,QQQ,354.2,Call,362,2023-10-10,7,1.41,1.42,1.43,1.45,1597,352,-146,21.05%,"15:06 ET"
SPY|20231006|414.00P,SPY,421.16,Put,414,2023-10-06,3,0.94,0.95,0.96,0.95,6826,18415,-145,22.34%,"15:21 ET"
SPY|20231013|429.00C,SPY,421.16,Call,429,2023-10-13,10,2.08,2.09,2.09,2.09,3991,2209,-144,17.76%,"15:21 ET"
QQQ|20231020|333.00P,QQQ,354.2,Put,333,2023-10-20,17,1.48,1.48,1.49,1.52,1537,2520,-142,27.51%,"15:16 ET"
TLT|20231020|90.00P,TLT,85.07,Put,90,2023-10-20,17,5.05,5.1,5.15,5.14,3106,39111,-142,23.25%,"15:12 ET"
SPY|20231013|415.00P,SPY,421.16,Put,415,2023-10-13,10,2.88,2.89,2.89,2.92,23174,22159,-142,19.94%,"15:21 ET"
SLV|20231027|19.00P,SLV,19.44,Put,19,2023-10-27,24,0.35,0.36,0.36,0.36,818,511,-142,29.23%,"15:21 ET"
SPY|20231117|397.00P,SPY,421.16,Put,397,2023-11-17,45,3.32,3.33,3.33,3.32,2573,8476,-140,21.24%,"15:21 ET"
QQQ|20231005|366.00C,QQQ,354.2,Call,366,2023-10-05,2,0.09,0.1,0.1,0.1,768,5688,-139,24.98%,"15:09 ET"
SPY|20231215|475.00C,SPY,421.16,Call,475,2023-12-15,73,0.34,0.35,0.35,0.34,957,16179,-138,13.52%,"15:18 ET"
IWM|20231215|150.00P,IWM,171.2,Put,150,2023-12-15,73,1.28,1.29,1.29,1.3,7248,114624,-134,27.59%,"15:14 ET"
SPY|20240119|350.00P,SPY,421.16,Put,350,2024-01-19,108,2.3,2.31,2.32,2.34,595,28448,-133,26.97%,"15:15 ET"
SPY|20240621|415.00P,SPY,421.16,Put,415,2024-06-21,262,18.9,18.97,19.03,18.78,1000,14145,-133,19.07%,"14:52 ET"
SPY|20231027|420.00C,SPY,421.16,Call,420,2023-10-27,24,9.3,9.31,9.32,9.3,1487,314,-130,19.07%,"15:21 ET"
SPY|20231117|402.00P,SPY,421.16,Put,402,2023-11-17,45,4.12,4.13,4.13,4.2,94795,44870,-127,20.45%,"15:17 ET"
GLD|20231006|179.50P,GLD,169.2,Put,179.5,2023-10-06,3,10.2,10.25,10.3,10.35,878,238,-126,32.93%,"15:11 ET"
SPY|20231215|440.00P,SPY,421.16,Put,440,2023-12-15,73,21.15,21.51,21.87,21.5,1380,25926,-126,15.03%,"15:05 ET"
IWM|20231006|173.00P,IWM,171.2,Put,173,2023-10-06,3,2.63,2.65,2.67,2.62,4272,5583,-123,23.65%,"15:02 ET"
QQQ|20231020|346.00P,QQQ,354.2,Put,346,2023-10-20,17,3.89,3.9,3.91,3.93,1023,2850,-122,24.86%,"15:21 ET"
SPY|20231103|429.00C,SPY,421.16,Call,429,2023-11-03,31,5.79,5.81,5.82,5.8,767,652,-121,17.50%,"15:18 ET"
QQQ|20231020|310.00P,QQQ,354.2,Put,310,2023-10-20,17,0.35,0.36,0.36,0.34,833,20758,-121,34.78%,"15:05 ET"
QQQ|20231020|365.00C,QQQ,354.2,Call,365,2023-10-20,17,2.74,2.75,2.76,2.75,4840,42105,-121,21.37%,"15:21 ET"
SPY|20231020|441.00C,SPY,421.16,Call,441,2023-10-20,17,0.55,0.56,0.56,0.53,2269,10880,-120,15.11%,"15:13 ET"
TLT|20231020|80.00P,TLT,85.07,Put,80,2023-10-20,17,0.37,0.38,0.38,0.37,2133,11093,-119,27.68%,"15:15 ET"
SPY|20231006|431.00C,SPY,421.16,Call,431,2023-10-06,3,0.31,0.32,0.32,0.31,9399,5458,-119,19.15%,"15:20 ET"
TLT|20240315|94.00C,TLT,85.07,Call,94,2024-03-15,164,1.71,1.73,1.76,1.77,1452,882,-118,18.67%,"15:01 ET"
QQQ|20231020|363.00C,QQQ,354.2,Call,363,2023-10-20,17,3.42,3.43,3.44,3.45,2795,3529,-118,21.79%,"15:18 ET"
TLT|20240119|110.00P,TLT,85.07,Put,110,2024-01-19,108,24.85,24.93,25,25,3565,3064,-118,32.99%,"15:11 ET"
DIA|20231006|331.00P,DIA,329.73,Put,331,2023-10-06,3,2.73,2.76,2.79,2.84,874,374,-118,16.80%,"15:12 ET"
SPY|20231103|410.00P,SPY,421.16,Put,410,2023-11-03,31,4.52,4.53,4.54,4.66,1626,3715,-113,19.61%,"15:14 ET"
VXX|20231006|23.00P,VXX,25.59,Put,23,2023-10-06,3,0.1,0.11,0.12,0.12,3736,2512,-113,102.58%,"15:18 ET"
IWM|20231020|190.00P,IWM,171.2,Put,190,2023-10-20,17,18.91,18.96,19,19.01,27539,9259,-113,0.00%,"15:11 ET"
SQQQ|20231006|21.00P,SQQQ,21.13,Put,21,2023-10-06,3,0.52,0.53,0.53,0.54,2852,3144,-111,78.56%,"15:21 ET"
SPY|20240315|385.00P,SPY,421.16,Put,385,2024-03-15,164,7.77,7.86,7.95,7.85,1928,16820,-110,21.86%,"15:19 ET"
QQQ|20231005|356.00C,QQQ,354.2,Call,356,2023-10-05,2,1.88,1.89,1.9,1.95,5057,1235,-110,25.89%,"15:20 ET"
SPY|20231013|443.00P,SPY,421.16,Put,443,2023-10-13,10,21.89,22.03,22.17,22.17,1340,827,-108,19.82%,"15:00 ET"
SLV|20231013|20.00P,SLV,19.44,Put,20,2023-10-13,10,0.74,0.75,0.75,0.76,878,2059,-107,32.31%,"15:00 ET"
VXX|20231006|25.00C,VXX,25.59,Call,25,2023-10-06,3,1.41,1.43,1.45,1.55,1622,2651,-105,108.01%,"15:13 ET"
SPY|20240621|440.00P,SPY,421.16,Put,440,2024-06-21,262,28.67,28.93,29.19,28.65,3180,35219,-102,16.88%,"14:47 ET"
EWZ|20231020|28.00P,EWZ,29.16,Put,28,2023-10-20,17,0.37,0.38,0.39,0.38,10452,11247,-102,34.06%,"15:14 ET"
IWM|20240216|170.00P,IWM,171.2,Put,170,2024-02-16,136,7.35,7.38,7.41,7.39,2526,6336,-101,21.62%,"15:12 ET"
QQQ|20231006|354.00C,QQQ,354.2,Call,354,2023-10-06,3,3.62,3.64,3.65,3.59,2774,1362,-100,27.61%,"15:21 ET"
SQQQ|20231215|20.00C,SQQQ,21.13,Call,20,2023-12-15,73,3.1,3.13,3.15,3.1,534,11764,-99,64.74%,"15:19 ET"
SPXU|20231117|12.00C,SPXU,12.48,Call,12,2023-11-17,45,1.16,1.17,1.19,1.14,1362,1714,-99,50.30%,"13:37 ET"
MSOS|20231020|10.00C,MSOS,7.61,Call,10,2023-10-20,17,0.1,0.11,0.11,0.1,600,56164,-98,98.76%,"14:48 ET"
QQQ|20231020|358.00C,QQQ,354.2,Call,358,2023-10-20,17,5.58,5.59,5.6,5.51,1721,2514,-97,22.99%,"15:17 ET"
TQQQ|20231006|35.00C,TQQQ,34.32,Call,35,2023-10-06,3,0.67,0.68,0.68,0.68,17860,3261,-97,79.12%,"15:21 ET"
LQD|20231117|101.00P,LQD,99.44,Put,101,2023-11-17,45,2.44,2.5,2.55,2.36,1912,8211,-94,13.54%,"14:03 ET"
TLT|20231117|85.00C,TLT,85.07,Call,85,2023-11-17,45,2.97,3.01,3.05,3.01,2074,310,-94,23.21%,"15:16 ET"
KRE|20231020|43.00P,KRE,39.93,Put,43,2023-10-20,17,3.3,3.35,3.4,3.36,553,15612,-93,33.06%,"15:06 ET"
TQQQ|20231006|34.00C,TQQQ,34.32,Call,34,2023-10-06,3,1.15,1.16,1.17,1.16,6092,1527,-91,81.26%,"15:21 ET"
IWM|20231020|184.00C,IWM,171.2,Call,184,2023-10-20,17,0.16,0.17,0.17,0.17,825,10253,-91,20.36%,"14:59 ET"
GLD|20231006|179.00P,GLD,169.2,Put,179,2023-10-06,3,9.7,9.75,9.8,9.85,728,196,-90,31.62%,"15:11 ET"
TLT|20231027|89.00P,TLT,85.07,Put,89,2023-10-27,24,4.3,4.38,4.45,4.41,2343,1892,-89,22.18%,"15:07 ET"
SPY|20231013|422.00P,SPY,421.16,Put,422,2023-10-13,10,5.42,5.43,5.44,5.46,3026,6375,-88,18.38%,"15:21 ET"
SPY|20231027|437.50C,SPY,421.16,Call,437.5,2023-10-27,24,1.79,1.8,1.8,1.72,554,595,-88,15.78%,"14:21 ET"
QQQ|20231020|347.00P,QQQ,354.2,Put,347,2023-10-20,17,4.17,4.19,4.2,4.15,692,7718,-88,24.67%,"15:06 ET"
IWM|20231215|189.00C,IWM,171.2,Call,189,2023-12-15,73,1.02,1.03,1.04,1.01,932,2572,-88,18.71%,"14:46 ET"
SPXU|20231020|11.00C,SPXU,12.48,Call,11,2023-10-20,17,1.54,1.57,1.59,1.58,749,2609,-86,48.23%,"15:19 ET"
KRE|20240119|38.00P,KRE,39.93,Put,38,2024-01-19,108,2.06,2.07,2.08,2,1192,7230,-83,36.62%,"13:07 ET"
XLE|20231020|90.00C,XLE,88.52,Call,90,2023-10-20,17,1.34,1.35,1.35,1.27,864,22928,-82,25.52%,"14:52 ET"
SPY|20231027|429.00C,SPY,421.16,Call,429,2023-10-27,24,4.6,4.61,4.62,4.61,1061,1369,-82,17.38%,"15:20 ET"
QQQ|20231020|341.00P,QQQ,354.2,Put,341,2023-10-20,17,2.71,2.72,2.73,2.72,2401,2164,-80,25.88%,"15:20 ET"
QQQ|20231005|355.00C,QQQ,354.2,Call,355,2023-10-05,2,2.34,2.35,2.36,2.3,4928,676,-80,26.30%,"15:21 ET"
GLD|20231215|179.00C,GLD,169.2,Call,179,2023-12-15,73,1.2,1.21,1.22,1.19,2780,1284,-79,12.72%,"15:21 ET"
SPY|20240119|465.00C,SPY,421.16,Call,465,2024-01-19,108,1.72,1.73,1.75,1.7,856,18148,-78,13.11%,"15:07 ET"
SQQQ|20231027|19.00P,SQQQ,21.13,Put,19,2023-10-27,24,0.47,0.48,0.49,0.49,991,357,-78,63.90%,"14:27 ET"
SLV|20231117|21.00P,SLV,19.44,Put,21,2023-11-17,45,1.72,1.73,1.75,1.73,5293,52626,-77,28.00%,"13:42 ET"
KRE|20231215|44.00C,KRE,39.93,Call,44,2023-12-15,73,0.92,0.93,0.93,0.92,514,5550,-76,31.62%,"14:25 ET"
IWM|20231006|178.00P,IWM,171.2,Put,178,2023-10-06,3,6.93,6.97,7.01,6.93,594,9545,-76,22.63%,"14:44 ET"
SPY|20231010|435.00C,SPY,421.16,Call,435,2023-10-10,7,0.25,0.26,0.26,0.24,667,1655,-76,15.24%,"15:16 ET"
XLI|20231020|99.00P,XLI,99.65,Put,99,2023-10-20,17,1.37,1.38,1.39,1.39,4388,1015,-75,20.32%,"15:19 ET"
SPY|20231215|428.00P,SPY,421.16,Put,428,2023-12-15,73,14.64,14.66,14.67,14.5,1803,14056,-74,16.65%,"14:45 ET"
GLD|20231117|176.00P,GLD,169.2,Put,176,2023-11-17,45,6.9,6.93,6.95,6.95,1064,3942,-73,12.35%,"15:21 ET"
TQQQ|20231020|35.50P,TQQQ,34.32,Put,35.5,2023-10-20,17,2.61,2.62,2.62,2.53,1247,605,-71,66.49%,"15:03 ET"
XLF|20240315|35.00C,XLF,32.31,Call,35,2024-03-15,164,0.74,0.75,0.75,0.75,2512,2377,-71,17.73%,"15:21 ET"
ARKK|20240119|35.00P,ARKK,37.94,Put,35,2024-01-19,108,1.87,1.88,1.89,1.88,2075,18024,-70,42.17%,"15:08 ET"
SPY|20231003|432.00P,SPY,421.16,Put,432,2023-10-03,0,10.94,11.03,11.12,10.74,4368,1361,-70,28.31%,"14:45 ET"
QQQ|20231117|280.00P,QQQ,354.2,Put,280,2023-11-17,45,0.47,0.48,0.48,0.46,666,11757,-69,36.57%,"15:03 ET"
TQQQ|20231020|36.00P,TQQQ,34.32,Put,36,2023-10-20,17,2.89,2.9,2.91,2.91,805,2389,-69,65.68%,"15:09 ET"
SPY|20231215|436.00C,SPY,421.16,Call,436,2023-12-15,73,7.44,7.45,7.46,7.4,662,6819,-68,16.07%,"15:18 ET"
SPY|20231020|431.00P,SPY,421.16,Put,431,2023-10-20,17,11.67,11.71,11.74,11.83,899,10874,-68,15.92%,"15:17 ET"
TQQQ|20250117|45.00C,TQQQ,34.32,Call,45,2025-01-17,472,6.35,6.43,6.5,6.4,1487,15641,-68,57.58%,"15:07 ET"
QQQ|20231006|358.00C,QQQ,354.2,Call,358,2023-10-06,3,1.81,1.82,1.83,1.8,7693,3321,-68,26.30%,"15:21 ET"
SPY|20240621|420.00P,SPY,421.16,Put,420,2024-06-21,262,20.57,20.66,20.75,20.42,680,29632,-66,18.66%,"14:58 ET"
UNG|20231006|7.00P,UNG,6.85,Put,7,2023-10-06,3,0.18,0.19,0.19,0.18,829,2260,-66,47.25%,"15:18 ET"
SPY|20231013|433.00C,SPY,421.16,Call,433,2023-10-13,10,1.03,1.04,1.05,1.03,2003,2202,-65,16.74%,"15:19 ET"
IWM|20231009|177.00C,IWM,171.2,Call,177,2023-10-09,6,0.18,0.19,0.19,0.19,2760,444,-65,19.88%,"15:11 ET"
SMH|20231020|145.00P,SMH,142.7,Put,145,2023-10-20,17,4.7,4.75,4.8,4.7,509,5260,-64,29.30%,"14:57 ET"
